propertyid,location,type,address,bedroom,bathroom,area ( Sq. Yd.),purpose,price,description,mobile,image-src
45152606,200 sq yards 3 bed dd brand new portion for sale near hassan square waseem bagh,Lower Portion,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,200,For Sale,23500000,"200 sq yards 3 bed dd brand new portion for sale near hassan square waseem bagh

ground floor
brand new 
furnished
KDA leased 
24 hours sweet water
no load shedding of electricity and gas
3 bedrooms with attached baths
open american kitchen
drawing room
lounge 
All documents clear
best location",+92-3200288448,https://media.zameen.com/thumbnails/216734762-800x600.jpeg
43150045,"2000 Square Feet Flat For Sale In Garden East Karachi In Only Rs. 35,000,000",Flat,"Garden East, Jamshed Town, Karachi, Sindh",4,4,222,For Sale,35000000,"Investment Deal 4 Bed Dd already rented out New Project
4bed Dd New Project 
Boasting the ideal location of Garden East, this Flat is one of a kind. The Flat available for sale is built keeping functionality in mind, book it today before it's gone. Be the owner of 2000 Square Feet property in a highly desirable location in Karachi. At a price of PKR Rs. 35,000,000 this is an ideal property you must consider. For those of you who are interested, Garden East is offering a lucrative opportunity of investment. Not to sound biased but the city of Karachi seems to welcome all with great hope and possibilities. 

To get to more details on the property, some of its features are given below. 
You can hang out in the apartment's lobby while you wait. 
Have a fun family movie night with ease in the cosy lounge area of this property. 
Drawing Room is a key component of a house, you would want yours to be exaclty like Flat. 
A beautiful mosque at a walking distance of barely 5 minutes from it. 


Contact us via the given numbers to find your dream home.",+92-3110264437,https://media.zameen.com/thumbnails/206755422-800x600.jpeg
45154936,235 Square Yards House Available For sale In Bahria Town - Precinct 31,House,"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",3,4,235,For Sale,13500000,"We are offering this prime location House at reasonable price. Protect your future, purchase this property today. Purchasing this 235 Square Yards House is a decision you will not regret. Looking for your dream property on a budget? Check out your option, priced at Rs. 13,500,000 . In recent years, Bahria Town - Precinct 31 has undergone a lot of development, making it a good place to own a House. Looking to get the best real estate value in Karachi? Let us help you. 

Some prominent details of the property are as follows. 
It is no longer difficult to complete assignments after school or work with the high-speed broadband internet access that comes with this property. 


For further correspondence about the property, you can fill the form and we'll get in touch.",+92-3333400349,https://media.zameen.com/thumbnails/216752170-800x600.jpeg
44367591,240 Sq: Yards House For Sale In Capital Chs,House,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33, Karachi, Sindh",6,6,240,For Sale,49000000,"Capital Co-operative Housing Society
240 Square Yard 
Ground+1
Ground:- proper 3 bed dd
1st floor:- proper 3 bed dd
A+ construction 
Best on the sale
One of the best society of Scheme 33, Gulzar-e-hijri Karachi. 
For further details contact on given numbers. 
Thank you!",+92-3087668700,https://media.zameen.com/thumbnails/205661314-800x600.jpeg
44960743,240 Sq: Yards House For Sale In Gulistan-e-johar Block 2,House,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar, Karachi, Sindh",6,6,240,For Sale,54000000,"Gulistan-e-johar 
block 2
G+1
3 Bed dd each floor 
well maintained 
No Water issue
No electricity issue
No Gas issue
Lease
For further details contact on given numbers.",+92-3087668700,https://media.zameen.com/thumbnails/215197318-800x600.jpeg
44046366,240 Yards Portion For Sale In Gulshan-e-iqbal - Block/1,Upper Portion,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240,For Sale,26000000,"240 Yards Portion For Sale In Gulshan-e-Iqbal - Block/1

2nd Floor with Roof
West Open
3 Bed DD
3 Bedrooms with attached washrooms
1 Drawing rooms
1 Dining rooms
Store Room
1 American Kitchen
1 Gate
2 Cars Parking
Huge Car Parking
Tiles Flooring
No Load Shedding
No Water Problem
Excellent environment
Visit with only Family
Good Condition 
Good Location
Sub leased

 
Contact:
Urban Property Network",+92-3318342476,https://media.zameen.com/thumbnails/207561101-800x600.jpeg
44721359,250 Sq Yd Brand New Town House,House,"PECHS Block 3, PECHS, Jamshed Town, Karachi, Sindh",4,4,250,For Sale,85000000,"G+1+Basement
Basement lounge
Ground 1Bd Drawing Kitchen dirty kitchen
1st floor 3bd with attached bath lounge
Terrace
Roof Tile flooring
Servant Room +Washroom
3 Car Parking Space
Back side 
New Karachi Society Pechs Block 3",+92-3110264437,https://media.zameen.com/thumbnails/206756131-800x600.jpeg
45152911,2600sqft 3 bed dd askari 5 sector block J for sale,Flat,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",3,3,289,For Sale,41000000,"Askari 5 Sector J 
The most famous sector of Askari 5
3 bed dd 
2600 sqft 
Lift
Play area
Backup generator 
Beautiful Apartments
100% secured 
Very high resale value 
Best for living
Best for rental
Sweet water, electricity and gas, all available 

More photos and videos are available for serious buyers

There is no need to make any fancy description for askari 5 especially block J, the property speaks for itself 

BRIGADIER VILLAS ARE ALSO AVAILABLE FOR SALE
 , FEEL Free TO CONTACT US , we are also available on whatsapp

#abdul_wahhab_baig 
#pakiza_enterprises",+92-3418719605,https://media.zameen.com/thumbnails/216737151-800x600.jpeg
45155001,2bed drawing lounge apartment,Flat,"North Nazimabad - Block H, North Nazimabad, Karachi, Sindh",2,2,111,For Sale,14000000,"2bed drawing dining
west open 
attached bathrooms 
lift
Stand by generator
car parking 
sweet water",+92-3343128284,https://media.zameen.com/thumbnails/216752604-800x600.jpeg
40758070,2nd Floor Portion With Roof Is Available On Booking,Upper Portion,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240,For Sale,30000000,"This Upper Portion is ideal for those of you who have been looking for such properties. Make the most of your purchase with this opportunity. Purchasing this 240 Square Yards Upper Portion is a decision you will not regret. You can look everywhere but a price of PKR Rs. 30,000,000 for this kind of property is the best you will find. Gulshan-e-Iqbal - Block 13/A is best for living, renting or investment purposes. Karachi is best for living, so explore our residential properties today. 

You can read more about the property features below. 
A private dining room is also included in the property to allow you to have your meals in peace and harmony. 
With the drawing-room, you don't have to worry about keeping the rest of the house spotless for guests. 


Fill the web form and we'll reach out to you as soon as possible.",+92-3352260267,https://media.zameen.com/thumbnails/206008974-800x600.jpeg
44945817,3 Bed DD Apartment for sale in Saima Jinnah Avenue,House,"Saima Jinnah Avenue, Malir, Karachi, Sindh",3,4,244,For Sale,32000000,Saima Jinnah Avenue is build in modern design and provides good living atmosphere. This project is located at opposite to Malir Cantt Check Post no. 5 Askari. This is gated security project provides you best security. Do call us for book your appointment or for guidance anytime.,+92-3358242288,https://media.zameen.com/thumbnails/215076436-800x600.jpeg
36305040,3 Bed DD West Open Semi Furnished Flat For Sale In Saima Jinnah Avenue,Flat,"Saima Jinnah Avenue, Malir, Karachi, Sindh",3,4,250,For Sale,31000000,"Saima Jinnah Avenue (2250 Sq. Ft. ) 250 Sq. Yd. 
- New Project Possession Given In 2018
- Cantonment Board, Leased Apartment
- Ready To Move
- West Open
- 2250 Sq. Ft 250 Sq. Yd. Gross Area
- 03 Bed With Attached Bathroom
- Servant With Attached Washroom
- Lounge With American Kitchen
- Drawing Room With Powder Room 
- Beautiful Falls Ceiling & Interior
- 04 Lifts Of Cargo Size
- Centrally Air-condition Beautiful Mosque
- Wide Parking Area With 02 Entry Passes
- Children S Play Area
- Grocery, Fruit And Vegetable Shops
- Ladies And Gents Fitness Jim. 
- 100 People S Air-condition Community Hall
- Stand By Generator With Apartment Backup & KE Supply With No Load Shedding",+92-3128242288,https://media.zameen.com/thumbnails/214285935-800x600.jpeg
43976268,3 Bed Dd Flat For Sale In Akbar Residency Gulistan-e-jauhar Block 15 C-237,Flat,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar, Karachi, Sindh",3,3,167,For Sale,16000000,"Gulistan-e-jauhar Block 15 
plot# C-237
akbar Residency 
3 Bed DD Flat For Sale
sweet Water 24/7
gas 24/7
electricity 24/7
for Further Details Contact On Given Numbers.",+92-3087668700,https://media.zameen.com/thumbnails/205661409-800x600.jpeg
42846557,3 Bed Dd Flat For Sale In Rafi Premier Residency,Flat,"Rafi Premier Residency, Scheme 33, Karachi, Sindh",3,4,194,For Sale,18000000,"Rafi Premier Residency
3 Bed DD
Electricity 24/7
Sweet Water 24/7
Gas 24/7
Boundary wall project
security Cameras and Guards 24/7
Family environment",+92-3087668700,https://media.zameen.com/thumbnails/205660968-800x600.jpeg
36253221,3 Bed Dd Flat For Sale In Sohni Golf View Apartment,Flat,"Sohni Golf View Apartments, Gulshan-e-Roomi, Faisal Cantonment, Cantt, Karachi, Sindh",3,4,194,For Sale,16000000,"Flat Available for Sale in Sohny Golf View , Opposite Malir Cantt Gate 06, Jinnah Avenue, Karachi. 
- Gross Area 1750 Sq. Ft 200 Yards. 
- 03 Beds with Attached Bath
- Drawing Room 
- 01 Powder Room
- Specious Lounge
- Open Kitchen
- Fast Lifts
- Reserved Parking, 
- Play Area,
- Community Hall, Guest House, Stand by Generator, Gas, 24 7 Sweet Water. 
- Builder s Condition",+92-3128242288,https://media.zameen.com/thumbnails/206339554-800x600.jpeg
43386242,3 Bed Dd New Project,Flat,"Garden West, Karachi, Sindh",3,3,128,For Sale,13500000,"For Sale 
3BD DD 
1st floor
Front 
2 Lift 
Double Basement Parking 
Generator
Gym
Play area
Lobby
Garden Medical Center Garden West",+92-3110264437,https://media.zameen.com/thumbnails/206755775-800x600.jpeg
43916166,3 Rooms Corner Apartment In Aman Tower For Sale On Invester Rates,Flat,"Korangi Road, Korangi, Karachi, Sindh",2,2,83,For Sale,3700000,"2 Bedrooms with Attach bath, 1 Lounge, kitchen with new cabinets, washing area, 4th floor Corner

24 Hrs. available, sweet water, Electricity, Lift, Security, CCTV Monitoring,

just opposite Indus Hospital, SSAT Degree College, CBM University is also nearly located",+92-3000900226,https://media.zameen.com/thumbnails/207560575-800x600.jpeg
42406442,3 Side Corner House For Sale In Bufferzone 15-a 4,House,"Bufferzone - Sector 15-A/4, Buffer Zone, North Karachi, Karachi, Sindh",2,2,120,For Sale,20500000,"3 Side Corner House Available For Sale
Bufferzone Sector 15-A 4
120 Sq yd
Single Storey With One Room on the Roof
Corner 3 Side
West Open
36 ft Road

All Facilities available
We Request That Only Serious Individuals Contact Us To Make An Immediate Deal, And Please Do Not Forget To Mention Zameen. com When Calling.",+92-3002139340,https://media.zameen.com/thumbnails/212857837-800x600.jpeg
42003111,3 Side Full Floor Apartment For Sale In Rahat Commercial,Flat,"Rahat Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",3,4,233,For Sale,23500000,"DHA PHASE 6
RAHAT COMMERCIAL

2100 Sqft

3 Bedrooms with bath
Drawing Room
Huge Lounge
3 side balcony
Powder washroom
Servant quarter
West Open

Family environment
Peaceful location

Near Banks and Masjid

Further details contact",+92-3022069285,https://media.zameen.com/thumbnails/213140037-800x600.jpeg
45152618,300 Yards Duplex For Sale in Phase 6 DHA,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",4,4,300,For Sale,75000000,"300 Square Yards Fully Maintained Duplex For Sale
4 Spacious Bedrooms with Attached Washrooms
Drawing and Dining, Servant Quarter, Lounge, Kitchen
4 to 5 Old but Fully Maintained House Like Brand New
Tiles Flooring, Best Architect Design House",+92-3222918281,https://media.zameen.com/thumbnails/216734890-800x600.jpeg
44435758,350 Square Yards Corner Portion For Sale In Gulistan-e-Jauhor Block-14,Lower Portion,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar, Karachi, Sindh",3,3,350,For Sale,26000000,"350 Square Yards Corner Portion For Sale In Gulistan-e-Jauhor Block-14 

Ground Floor
3 bed Rooms
1 Drawing Room
TV Lounge
Open kitchen
Washing area
Store room
Tile flooring
Separate Entrance
Sweet line water
No electricity Issues
No Gas Issues
Demand (2cr 60lac)
*Negotiate*


For further details & visit. 
Contact",+92-3318342476,https://media.zameen.com/thumbnails/207561218-800x600.jpeg
36253161,3600 Sq. Ft 04b Ed Dd Flat For Sale In Tulip Tower,Flat,"Tulip Tower, Saadi Road, Karachi, Sindh",4,6,400,For Sale,27000000,"Tulip Tower, Scheme-33, 3600 Sq. ft. 400 Sq. Yd. 
- Brand New Project of Al-Wahab Builders
- Super Luxury Apartment
- 04 Bed with attached Bath & Balcony
- Drawing Dining with Powder Room
- Main Kitchen Pantry Dirty Kitchen
- Wide TV Lounges with Wide Balcony
- Servant Room Wash Room
- Store
- Wide Lifts, Reserved Parking, Safe & Secure environment with CCTV Cameras, Mosque, Party & Function Area, Children s Play Area, Roof top Garden & Fountains, Tennis Court, Public Roof Top Wi-Fi, Adults & Kids Swimming Pool, fully equipped Gymnasium for Gents & Ladies, 02 Lane Bowling Alley, Snooker, Table Tennis, Mini Theater for Kids, Mart, Jogging Track, Library & Study Area, Stand by Generator for Apartment, Sweet Water. R. O Plant, Total 32 Amenities. 
- Note Apartments are available on different floors and locations. 
- Visit http tuliptowers. com 
- Price for Sale from Rs. 2.50 Crore to 2.70 Crore, 
- Rental ValueRs. 70000 Including Rs. 10,000 Monthly Maintenance",+92-3128242288,https://media.zameen.com/thumbnails/206339082-800x600.jpeg
40479533,"3rd Floor, Corner Flat",Flat,"Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",3,3,289,For Sale,35500000,"Look no further for properties, as Flat has it all. A centrally located property is the best investment you can make for your future. The number of 2600 Square Feet options in the Askari 5 can be limited, so hurry up. The price is set fairly at Rs. 35,500,000. Askari 5 seems to be an in-demand location as all the buyers and investors are eyeing it. Affordable real estate options are available in Karachi so search one for yourself today. 

Property features are mentioned below. 
A lounging area or sitting room is also included in the Flat so you can relax after long day of work. 
A well-designed study room in the Flat can be organized according to your preference for work or study. 
You can decorate the spacious drawing room space any way you like to entertain your guests. 
A proper waste management system ensures cleanliness on premises 24/7. 
You can enjoy your alone-time while the kids play in the play area near the property. 
This property comes with a separate dining room making it convenient to host dinner parties. 
The building service elevators ensure there is no delay in the passenger elevators due to luggage. 


Call us today to find out more.",+92-3332028128,https://media.zameen.com/thumbnails/212807769-800x600.jpeg
44663177,4 BED DD Bismillah Tower Flat for Sale,Flat,"Gulistan-e-Jauhar - Block 10, Gulistan-e-Jauhar, Karachi, Sindh",4,4,300,For Sale,18500000,"Well Maintained 4 BED DD 
2700 Square Ft 
Boundary Wall Project
Standby Generator 
24 Hours Water
Parking Space
Servant Quarter",+92-3122096186,https://media.zameen.com/thumbnails/213125547-800x600.jpeg
45154806,4 Bed DD Afnan Duplex with Roof For Sale in Gulistan-e-Jauhar Block 3A,Flat,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar, Karachi, Sindh",4,4,244,For Sale,19900000,"4 Bed DD Afnan Duplex House with Roof for Sale in Gulistan-e-Jauhar Block 3A

Afnan Duplex (Located on Main Kamran Chowrangi)

04 master bedrooms with attached washrooms
Store
Huge kitchen
Area: 2200 sq. ft
Roof with Servant Quarter
Leased
Reserved Car Parking
24 Hours Sweet Water
No Electricity issue
Armed Security Guards 24/7
Cctv Secured,
Clean and Calm Environment
All Super Marts, Banks, Schools and Petrol pumps Are Nearby

Surely Great Deal For Genuine Client

Reasonable Demand: Two Crore Only

For Further Details and Visits
Urban Property Network (UPN)
Hassaan Siddiqui
O3O2-2211O55",+92-3022211055,https://media.zameen.com/thumbnails/216751727-800x600.jpeg
44273939,4 Bed Dd Flat For Sale In Lateef Duplex Luxuriant,Flat,"Lateef Duplex Luxuria, Scheme 33 - Sector 35-A, Scheme 33, Karachi, Sindh",4,5,300,For Sale,22000000,"Lateef Duplex Luxuria
4 Bed DD apartment 
For sale
Sweet Water 24/7
Gas 24/7
Electricity 24/7 
Boundary wall project
Family environment 
For further details contact on given numbers",+92-3087668700,https://media.zameen.com/thumbnails/205661038-800x600.jpeg
43761370,4 Bed Dd For Sale Flat,Flat,"Shaheed Millat Road, Karachi, Sindh",4,4,222,For Sale,42500000,"Flat for Sale
4bd dd
6th floor
Lift
Parking
Generator
Near Phari wali masjid shaeed milat road",+92-3110264437,https://media.zameen.com/thumbnails/206755601-800x600.jpeg
42950628,4 Bed Drawing Dining Apartment Gulshan Iqbal Block 13 a Main Hasan Square,Flat,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",4,4,194,For Sale,16500000,"4 Bed Drawing Dining Apartment Gulshan Iqbal Block 13 A

1750 sq. ft

3rd Floor
West Open
Corner
Road Facing
4 Bedrooms
4 Attached Washrooms
1 Drawing Room
1 TV lounge
1 Kitchen
1 Side Gallery
Washing Area

All Facilities Are available

Location 

Gulshan-e-iqbal Block 13 A Near Hasan Square",+92-3368978312,https://media.zameen.com/thumbnails/212452098-800x600.jpeg
44770398,4 Bedrooms Upper Floor Sea Facing Apartment For Sale,Flat,"Creek Vista, DHA Phase 8, DHA Defence, Karachi, Sindh",4,5,418,For Sale,82500000,"Creek Vista

4 Bedrooms
upper floor
higher floor
west open 
sea facing

original pics attached
for further details and visit contact Khawaja Associates.",+92-3200225140,https://media.zameen.com/thumbnails/214183621-800x600.jpeg
44149307,4 bed drawing with Roof flat available for sale,Flat,"Amil Colony, Karachi, Sindh",4,4,211,For Sale,42500000,"4 bed drawing with roof flat available for sale
west open flat
extra room in parking
lift parking and stand by generator available",+92-3212742959,
45116538,400 Square Yard Brand New Portion For Sale In Gulistan-e-jauhor Block-3,Upper Portion,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar, Karachi, Sindh",4,4,400,For Sale,32500000,"400 Square Yard Brand New Portion For Sale In Gulistan-e-jauhor Block-3

- 4Bed Dd
- Huge Bedrooms with Attached Washroom+ Attached wardrobes 
- Study Room Available
- Dining room
- Drawing room
- American Kitchen 
- 1st Floor Portion 
- Nearly Construction
- Near To Road 
- Corner Pure West Open
- Sub Leased
- Parking Inside Or Outside available
- Peaceful Environment
- Family Environment
- No Water, Electricity & Gas Issues. . 
- And the best thing Very reasonable Price 

Further Information & Family Visit Contact Us: 
Urban Property Network
Syed Umer Hassan",+92-3318342476,https://media.zameen.com/thumbnails/216470514-800x600.jpeg
45154877,400 Yards 6 bed DD Banglow For Sale in Jauhar VIP Block 14,House,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar, Karachi, Sindh",6,6,400,For Sale,58500000,"400 Yards 6 bed DD Banglow For Sale in Jauhar VIP Block 14

400 Sq. yards Banglow
Ground + 1
West Open
3 Bed on Each Floor
6 Bedrooms with attached washrooms
2 Drawing rooms
2 Dining rooms
Store Room
2 American Kitchen
Wardrobes in rooms
Car Parking
No Load Shedding
No Water Problems
KDA Ballot Transfer
Good Condition
Excellent environment

Visit with only Family

Demand: 5 Crore 85 Lacs

Contact:
Urban Property Network
Hassaan Siddiqui",+92-3022211055,https://media.zameen.com/thumbnails/216752037-800x600.jpeg
44643811,"400 yards best, affordable and luxurious bungalow available for sell in Gulshan e Iqbal Block 6.",House,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",7,6,400,For Sale,79000000,"Finding good and luxurious bungalow is very difficult to get these days but now here is a chance to fulfill your desire because we have a 400 yards luxurious bungalow for sell in Gulshan e Iqbal Block 6 at best location. This high-end bungalow is equipped with top-notch amenities such as car parking areas, washing area and many other eye catching facilities and the best thing is that this house is at the best location near Rashid Minhal Road. So don't miss the opportunity if you are looking for high-end bungalow. Contact us now and get this bungalow. 

The Property consists of 7 Bedrooms with Attached Bathrooms , 2 Kitchen, 3 Lounge, 2 Drawing Room and 2 servant quarter. 

For more information and details contact Noor Associates.",+92-3319224112,https://media.zameen.com/thumbnails/206709345-800x600.jpeg
43719889,450 Square Yard House Is Available For Sale,House,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar, Karachi, Sindh",8,8,450,For Sale,68500000,"450 Square Yard House Is Available For Sale 
tv Lounge 
dd 
car Pouch
100 Fit Road
mufti Muneeb Road
call For More Information",+92-3331288821,https://media.zameen.com/thumbnails/206203633-800x600.jpeg
44518343,4bd Dd For Sale,Flat,"Garden East, Jamshed Town, Karachi, Sindh",4,4,200,For Sale,36000000,"4 bed dd 
1st Floor 
All Facilities Available 
Garden East near Pakola Masjid",+92-3110264437,https://media.zameen.com/thumbnails/206756046-800x600.jpeg
44840950,500 Square Yards House For sale In Beautiful Bahria Paradise,House,"Bahria Paradise, Bahria Town Karachi, Karachi, Sindh",5,5,500,For Sale,46000000,"For the kind of well-designed House you are looking for, this one is a great option. All kinds of properties are available for sale in various cities, depending on where you want to settle. This 500 Square Yards sized property will prove to be the perfect space for you to invest some (or all) of your future in. Rs. 46,000,000 is quite reasonable for the kind of property you are looking for. You can find the best properties in Bahria Paradise. Not to sound biased but the city of Karachi seems to welcome all with great hope and possibilities. 

Know more about the property with the details given below. 
Differently-abled people will find this House easy to navigate, as it is developed to incorporate their needs. 
The dining room adjacent to the drawing, and in close proximity to the kitchen, makes it easier to entertain the guests. 
Now enjoy 24/7 connectivity with fast speed broadband internet access that comes with this property. 
Looking for properties featuring gardens? Here is a comprehensive listing to search through. 
You can further enhance the look of the airy drawing room in this House any way you like. 
A barbeque area also adjoins the place and is perfect to entertain small gatherings. 
Socialize, make friends and interact with the neighbours at the community lawn nearby. 


We are just a phone call away, contact us now!",+92-3003344483,https://media.zameen.com/thumbnails/214070928-800x600.jpeg
45152504,500 Yards Full Basement Bungalow For Sale in Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,5,500,For Sale,155000000,"500 Square Yards Slightly Used Bungalow, Prime Location of Phase 6
2 + 3 Planning, Drawing and Dining, Lounge, Kitchen, Servant Quarter
Lush Green Garden, Full Basement House, Tiles Flooring
Best Architecture Design and Ceilings, Ready to Move
5 Spacious Bedrooms with Attached Washrooms",+92-3222918281,https://media.zameen.com/thumbnails/216733902-800x600.jpeg
45152585,500 Yards Fully Maintained Bungalow For Sale,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,5,500,For Sale,105000000,"500 Square Fully Maintained House, Price Location of Phase 6
2 + 3 Planning, Servant Room, Drawing and Dining
5 Bedrooms with Attached Washrooms, Tiles Flooring, Architecture Design
Old but Fully Maintained House, Ready to Move",+92-3222918281,https://media.zameen.com/thumbnails/216734591-800x600.jpeg
45152603,500 Yards Fully Maintained House For Sale,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,5,500,For Sale,130000000,"500 Square Yards House, Fully Maintained Bungalow in Phase 6
2 + 3 Panning, Best Architect Design, Old but Fully Maintained 
5 Spacious Bedrooms with Attached Washrooms, Servant Room
Drawing and Dining, Lounge, Kitchen, Tiles Flooring",+92-3222918281,https://media.zameen.com/thumbnails/216734747-800x600.jpeg
43676030,500 Yards Two Unit Bungalow For Sale,House,"DHA Phase 8, DHA Defence, Karachi, Sindh",6,6,500,For Sale,110000000,"Phase 8 Like New 500 Yards Proper Two Unit Bungalow For Sale Near Saba Avenue 3+3 Bedrooms 2 Kitchen 2 Drawing Rooms 2 To 3 Car Parking Very Well Maintained Original Pictures Attached. Our demand is reasonable and according to the market rate. 

Genuine customers interested in checking this property out should get in touch immediately so as not to miss this opportunity. 

We want only serious buyers to contact us. 
Do not forget to mention Zameen. com while calling.",+92-3200225140,https://media.zameen.com/thumbnails/205612357-800x600.jpeg
45152536,500 Yards Well Maintained Bungalow For Sale in Phase 6,House,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,5,500,For Sale,105000000,"500 Square Yards Bungalow, 2 + 3 Planning, Well Maintained Bungalow
Drawing and Dining, Kitchen, Lounge, Lush Green Garden
5 Spacious Bedrooms with Attached Washrooms, Servant Room
5 Attached Washrooms, Wooden and Marble Flooring
Phase 6 Prime Location, Ready to Move, Best Architecture House",+92-3222918281,https://media.zameen.com/thumbnails/216734128-800x600.jpeg
44030258,630 Square Feet Flat In Stunning North Karachi Is Available For sale,Flat,"North Karachi, Karachi, Sindh",2,2,70,For Sale,3500000,"North town residency phase 1
2 bed lounge 
File cost 35lac
Paid 2 lac
Own with transfer 3 lac
Total down 5 lac
4 years customized schedule

2nd-floor WESTOPEN Jordi available

Pr Floor pr 4 flats in total

More options available in different blocks categories

Contact us",+92-3356188861,https://media.zameen.com/thumbnails/206659963-800x600.jpeg
43290512,A Perfect House Awaits You In Gulistan-e-Jauhar - Block 14 Karachi,House,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar, Karachi, Sindh",7,8,600,For Sale,75000000,"600 sq yards house for sale in block-14 ,Gulistan e jauhar 
Ground floor 3bed attached bath drawing room tv launch and kitchen 
1st floor 4 bed attached bath and launch 
2nd floor 2 bed with attached bath 
Demand 7.50 For the kind of well-designed House you are looking for, this one is a great option. You can be the owner of a beautiful property that just popped up for sale, so don't miss this opportunity. The property covers an area of 600 Square Yards for you and your family. At a price of PKR Rs. 75,000,000 this is an ideal property you must consider. Living in Gulistan-e-Jauhar - Block 14 would give you the peace of mind you need most. The dream of owning a House in Karachi will now come true. 

You can call or email us for further information.",+92-3331288821,https://media.zameen.com/thumbnails/206204649-800x600.jpeg
44411298,A Perfect House Awaits You In Shaheed Millat Road Shaheed Millat Road,House,"Shaheed Millat Road, Karachi, Sindh",6,6,302,For Sale,90000000,"G+1 
6rooms
6 Bathroom
2 Kitchen
parking Space 
back Side Of Shaeed E Milat Road Karachi Cooprative Housing Society",+92-3110264437,https://media.zameen.com/thumbnails/206756152-800x600.jpeg
45152080,A Prime Location House At Affordable Price Awaits You,House,"North Nazimabad - Block D, North Nazimabad, Karachi, Sindh",6,6,200,For Sale,55000000,"Brand New House 
Ground +1 house A solid House is a dream come true for many, and yours can come true today if you take the lead on this offer. Buying this property will open up the options for you. You can either keep it as an investment or make the perfect home for your family. 200 Square Yards property is ideal for residential or commercial use. The asking price is set reasonably at Rs. 55,000,000. With property in North Nazimabad - Block D, you'll live the life of your dreams. The city of Karachi is always alive with opportunities and securing a real estate asset here will surely pay off. 

You can read the notable property features below. 
The drawing room of this House is its best feature as you get a private space to host formal friends. 
The open dining room that comes with this property is perfect for large family gatherings. 
Comfort just got doubled with the cosy lounge that is part of this property. 


You can book your House today by contacting us via the given information.",+92-3332148026,
44714256,Apartment For Sale,Flat,"Clifton - Block 3, Clifton, Karachi, Sindh",3,3,200,For Sale,27500000,"Cliftan Garden
West Open 
3 bedroom drawing
 lounge kitchen 
3rd floor apartment 
Without lift 
Two reserved parking spaces 
For visit and details 
Contact us 
Malik Enterprises",+92-3002941742,https://media.zameen.com/thumbnails/213129572-800x600.jpeg
43892113,Apartment For Sale,Flat,"Muslim Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",2,3,111,For Sale,9500000,"Muslim commercial area
Fully maintained 
2 bedrooms DD 
3rd floor apartment
Main ittehad road facing 
If you want environment which is absolutely secured and peaceful then it is the right time and right place this grab auspicious opportunity to execute your dream in to reality. 

Genuine Customers Interested In Checking This Property Out Should Get In Touch Immediately So As Not To Miss This Opportunity. 

We Want Only Serious Buyers To Contact Us.",+92-3002941742,
44635336,Apartment For Sale In Gulistan-e-jauhor Block-16 Main Road Facing Project,Flat,"Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar, Karachi, Sindh",2,2,111,For Sale,8200000,"Flat For Sale In Gulistan-e-jauhor Block-16

1000Sqft
2bed dd
3rd Floor 
Marble Flooring
Lift Available
Stand By Generator
Very Well Maintaine Flat 
Leased Flat
Sweet Water

Demand 82lac
Further Information Contact Us:",+92-3318342476,https://media.zameen.com/thumbnails/213460996-800x600.jpeg
